loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_util,total_acc,addr_state,issue_d,is_default
LC003605,30000,60,6.22,583.06,A,A3,1 year,OWN,116932,Current,debt_consolidation,9.57,0,16,0,15.0,21,MA,2020-10-01,0
LC003606,12000,36,10.75,391.45,B,B1,8 years,MORTGAGE,35476,Fully Paid,credit_card,36.59,0,22,0,97.8,38,WA,2018-05-01,0
LC003607,40000,36,9.42,1279.82,B,B2,2 years,OWN,99901,Fully Paid,home_improvement,28.79,1,18,0,71.9,25,MO,2021-09-01,0
LC003608,35000,60,19.99,927.09,D,D3,1 year,RENT,24838,Late (31-120 days),debt_consolidation,36.43,0,4,0,19.8,5,GA,2020-11-01,1
LC003609,15000,60,15.2,358.43,C,C1,2 years,OWN,46682,Current,credit_card,39.51,0,10,0,75.8,11,TX,2017-10-01,0
LC003610,10000,60,18.88,258.75,D,D3,2 years,MORTGAGE,79960,Late (31-120 days),other,3.76,0,9,0,49.5,13,FL,2022-11-01,1
LC003611,15000,60,11.18,327.48,B,B1,6 years,OWN,69531,Fully Paid,credit_card,26.36,0,5,0,19.8,9,IL,2015-07-01,0
LC003612,35000,60,18.54,899.08,D,D1,2 years,MORTGAGE,49194,Fully Paid,credit_card,9.51,1,7,0,48.9,15,GA,2019-03-01,0
LC003613,35000,60,23.84,1003.63,E,E1,< 1 year,MORTGAGE,100842,Late (31-120 days),debt_consolidation,42.82,0,4,0,83.4,11,VA,2015-10-01,1
LC003614,30000,36,10.47,974.65,B,B5,10+ years,MORTGAGE,80891,Charged Off,debt_consolidation,11.5,0,20,0,88.5,25,IN,2022-01-01,1
LC003615,12000,36,21.87,457.48,E,E4,1 year,RENT,88838,Current,other,30.65,1,29,0,98.0,49,MI,2020-02-01,0
LC003616,35000,36,5.03,1049.45,A,A4,10+ years,RENT,114019,Fully Paid,home_improvement,20.12,0,12,0,66.9,12,MA,2015-08-01,0
LC003617,40000,36,13.47,1356.83,C,C5,3 years,MORTGAGE,29785,Current,home_improvement,22.86,0,24,2,0.3,32,IL,2018-02-01,0
LC003618,15000,36,11.82,496.93,B,B2,7 years,RENT,66803,Fully Paid,credit_card,13.75,1,13,0,45.1,15,MD,2019-04-01,0
LC003619,20000,36,15.28,696.05,C,C3,8 years,RENT,81776,Current,home_improvement,11.94,0,29,0,74.6,29,MI,2021-06-01,0
LC003620,25000,36,11.28,821.79,B,B2,8 years,MORTGAGE,101922,Current,vacation,29.13,1,12,0,2.4,22,MA,2021-12-01,0
LC003621,30000,36,9.36,959.03,B,B2,5 years,RENT,30280,Current,medical,2.33,2,17,0,97.3,18,PA,2021-07-01,0
LC003622,35000,36,16.39,1237.25,C,C3,10+ years,MORTGAGE,86226,Current,debt_consolidation,20.91,2,24,0,8.0,40,WA,2017-11-01,0
LC003623,15000,36,10.75,489.31,B,B1,1 year,RENT,92122,Current,home_improvement,2.2,1,3,0,66.4,19,NY,2017-12-01,0
LC003624,25000,36,23.53,974.66,E,E3,< 1 year,RENT,38983,Late (31-120 days),credit_card,43.85,1,3,0,91.7,11,MO,2020-06-01,1
LC003625,15000,36,16.19,528.76,C,C2,10+ years,MORTGAGE,73844,Default,small_business,22.1,0,15,0,26.4,17,NJ,2016-01-01,1
LC003626,5000,36,7.69,155.97,A,A5,10+ years,MORTGAGE,61980,Current,medical,4.43,1,5,0,85.5,15,CA,2018-02-01,0
LC003627,40000,36,20.52,1497.16,D,D1,3 years,RENT,15000,Default,moving,21.48,0,6,0,97.7,7,NY,2021-03-01,1
LC003628,5000,36,7.39,155.28,A,A3,7 years,MORTGAGE,61861,Current,credit_card,41.99,0,13,0,98.0,26,FL,2021-12-01,0
LC003629,5000,60,13.68,115.51,C,C4,< 1 year,RENT,68511,Current,home_improvement,1.24,0,15,1,71.5,26,TN,2021-02-01,0
LC003630,20000,36,10.93,654.11,B,B2,2 years,RENT,53098,Current,major_purchase,43.03,0,13,0,81.8,13,TN,2019-09-01,0
LC003631,30000,36,12.96,1010.24,B,B5,3 years,MORTGAGE,140205,Current,medical,32.02,0,15,1,57.1,17,MI,2019-05-01,0
LC003632,15000,60,10.95,325.76,B,B2,4 years,MORTGAGE,69304,Current,debt_consolidation,5.77,0,19,0,36.0,38,WA,2020-05-01,0
LC003633,40000,60,5.67,767.19,A,A4,7 years,MORTGAGE,66032,Fully Paid,car,5.36,2,3,0,58.7,4,CA,2021-01-01,0
LC003634,12000,60,13.86,278.35,C,C4,2 years,RENT,65533,Current,vacation,41.71,0,21,0,21.9,37,NJ,2017-09-01,0
LC003635,7500,36,22.41,288.02,E,E4,2 years,MORTGAGE,54844,Fully Paid,debt_consolidation,40.7,0,14,0,23.2,17,TN,2020-04-01,0
LC003636,25000,36,9.64,802.46,B,B4,< 1 year,RENT,99161,Current,home_improvement,26.32,0,9,0,7.4,19,MA,2016-08-01,0
LC003637,40000,36,7.32,1240.94,A,A2,5 years,RENT,47473,Current,debt_consolidation,30.9,1,19,0,81.9,33,NJ,2018-11-01,0
LC003638,10000,60,5.35,190.32,A,A5,10+ years,RENT,96935,Fully Paid,small_business,31.79,0,23,1,94.0,23,MO,2018-12-01,0
LC003639,7500,60,19.37,196.08,D,D2,7 years,MORTGAGE,23112,Fully Paid,debt_consolidation,37.1,0,12,0,11.2,15,NY,2018-04-01,0
LC003640,40000,60,14.63,943.85,C,C3,10+ years,RENT,42045,Fully Paid,credit_card,4.86,0,8,0,65.3,8,PA,2021-07-01,0
LC003641,25000,36,9.71,803.28,B,B4,3 years,MORTGAGE,102811,Current,other,0.93,0,17,1,6.7,22,MO,2018-12-01,0
LC003642,35000,36,19.77,1296.63,D,D3,6 years,OWN,90120,Late (31-120 days),home_improvement,0.45,1,18,0,68.8,25,CA,2016-10-01,1
LC003643,35000,60,19.56,918.74,D,D4,8 years,OTHER,47777,Fully Paid,debt_consolidation,9.74,0,7,0,67.9,9,MD,2015-02-01,0
LC003644,5000,60,19.63,131.44,D,D2,2 years,RENT,71520,Default,credit_card,16.23,2,17,0,66.2,35,IN,2021-03-01,1
LC003645,15000,36,14.49,516.24,C,C4,6 years,OTHER,40169,Current,credit_card,11.2,0,27,1,98.2,28,IL,2015-02-01,0
LC003646,15000,36,11.74,496.35,B,B1,7 years,RENT,86920,Charged Off,credit_card,17.68,0,17,0,65.7,26,AZ,2020-11-01,1
LC003647,10000,36,12.85,336.22,B,B3,< 1 year,MORTGAGE,99280,Current,credit_card,15.72,0,15,0,3.7,26,IN,2020-07-01,0
LC003648,25000,36,12.87,840.78,B,B5,3 years,MORTGAGE,94509,Current,home_improvement,9.83,0,21,0,6.9,28,AZ,2018-01-01,0
LC003649,7500,60,28.37,235.2,F,F4,10+ years,MORTGAGE,74239,Late (31-120 days),other,39.14,1,23,0,46.6,25,AZ,2021-11-01,1
LC003650,10000,36,32.88,440.44,G,G3,< 1 year,RENT,115887,Default,home_improvement,36.48,0,23,0,87.8,39,MI,2017-11-01,1
LC003651,25000,60,27.99,778.24,F,F1,5 years,MORTGAGE,57434,Late (31-120 days),debt_consolidation,5.06,1,16,0,53.2,23,WA,2016-08-01,1
LC003652,35000,36,25.68,1404.21,F,F5,7 years,MORTGAGE,46677,Charged Off,credit_card,4.99,2,4,0,32.6,11,GA,2019-05-01,1
LC003653,40000,60,25.6,1188.16,F,F2,1 year,RENT,38172,Fully Paid,debt_consolidation,23.74,3,9,0,74.1,28,WI,2022-03-01,0
LC003654,35000,60,5.65,670.97,A,A2,3 years,MORTGAGE,44721,Fully Paid,medical,6.37,0,15,0,13.0,18,TN,2019-12-01,0
LC003655,40000,36,12.46,1337.38,B,B5,8 years,MORTGAGE,32545,Fully Paid,home_improvement,7.63,0,26,0,40.1,45,MD,2015-05-01,0
LC003656,40000,36,31.2,1724.46,G,G2,10+ years,MORTGAGE,177437,Fully Paid,debt_consolidation,36.91,0,8,1,89.6,14,MD,2018-12-01,0
LC003657,35000,36,10.17,1132.15,B,B3,2 years,RENT,38749,Current,debt_consolidation,6.42,0,28,1,95.6,35,FL,2017-05-01,0
LC003658,15000,36,13.95,512.3,C,C2,9 years,RENT,76554,Fully Paid,vacation,30.22,1,11,0,84.0,15,GA,2021-07-01,0
LC003659,7500,36,6.84,231.03,A,A3,< 1 year,MORTGAGE,131044,Fully Paid,debt_consolidation,30.83,0,25,0,61.5,35,IL,2015-05-01,0
LC003660,35000,60,5.05,661.3,A,A1,6 years,MORTGAGE,31399,Current,credit_card,20.32,0,6,0,63.2,23,TN,2021-04-01,0
LC003661,30000,36,15.23,1043.34,C,C3,< 1 year,MORTGAGE,89225,Fully Paid,other,18.84,0,8,0,95.6,8,NJ,2022-01-01,0
LC003662,35000,36,15.27,1217.92,C,C2,2 years,OTHER,90311,Charged Off,credit_card,7.81,0,8,0,95.9,8,OH,2022-09-01,1
LC003663,5000,60,24.49,145.27,E,E1,9 years,MORTGAGE,59436,Fully Paid,credit_card,40.73,0,12,1,59.5,23,VA,2018-09-01,0
LC003664,35000,60,28.78,1106.28,F,F1,4 years,RENT,81070,Fully Paid,debt_consolidation,31.89,0,5,0,93.5,20,NJ,2019-05-01,0
LC003665,15000,36,5.62,453.75,A,A2,6 years,OWN,53382,Fully Paid,moving,40.34,1,3,0,74.6,10,FL,2015-02-01,0
LC003666,10000,36,12.8,335.98,B,B1,7 years,MORTGAGE,49189,Current,other,40.75,0,14,0,70.5,14,VA,2019-03-01,0
LC003667,10000,60,15.56,240.85,C,C1,8 years,MORTGAGE,18286,Fully Paid,credit_card,5.06,0,11,0,87.1,29,MD,2015-06-01,0
LC003668,35000,60,18.55,899.28,D,D5,5 years,MORTGAGE,49111,Fully Paid,credit_card,13.6,1,19,0,42.4,36,PA,2021-02-01,0
LC003669,12000,60,11.3,262.71,B,B3,4 years,MORTGAGE,73303,Fully Paid,debt_consolidation,25.42,0,14,1,26.6,14,NJ,2020-05-01,0
LC003670,10000,36,20.35,373.42,D,D1,7 years,RENT,38082,Fully Paid,credit_card,4.26,0,27,0,29.7,42,AZ,2015-11-01,0
LC003671,30000,60,13.87,696.03,C,C5,9 years,RENT,124796,Fully Paid,vacation,8.91,1,23,1,74.3,39,NJ,2017-06-01,0
LC003672,35000,36,5.99,1064.61,A,A5,2 years,RENT,41367,Fully Paid,home_improvement,5.09,0,22,0,80.3,24,OH,2016-04-01,0
LC003673,7500,60,9.74,158.4,B,B5,7 years,OTHER,39561,Fully Paid,debt_consolidation,41.47,0,5,1,94.1,12,FL,2019-06-01,0
LC003674,15000,60,12.59,338.16,B,B2,8 years,MORTGAGE,22837,Current,debt_consolidation,4.63,0,20,0,1.8,29,NJ,2017-06-01,0
LC003675,7500,36,27.53,308.33,F,F4,5 years,RENT,67567,Default,debt_consolidation,35.15,2,30,0,1.5,33,VA,2019-08-01,1
LC003676,7500,36,16.05,263.86,C,C4,< 1 year,RENT,62359,Fully Paid,car,13.9,0,25,0,4.5,31,AZ,2021-07-01,0
LC003677,40000,36,12.58,1339.68,B,B5,7 years,MORTGAGE,79918,Current,other,15.15,4,26,0,57.2,36,NJ,2016-06-01,0
LC003678,20000,36,7.5,622.12,A,A3,9 years,RENT,48501,Current,home_improvement,39.74,0,11,0,76.4,23,PA,2018-01-01,0
LC003679,10000,36,5.01,299.75,A,A3,10+ years,RENT,153533,Fully Paid,home_improvement,37.38,0,20,1,51.2,37,GA,2016-02-01,0
LC003680,10000,36,19.38,368.48,D,D4,8 years,RENT,95671,Fully Paid,credit_card,3.01,1,15,0,14.4,18,TN,2019-03-01,0
LC003681,20000,60,7.8,403.62,A,A2,3 years,MORTGAGE,40209,Fully Paid,debt_consolidation,22.81,1,25,0,11.0,28,TX,2020-10-01,0
LC003682,20000,36,29.94,848.37,G,G2,10+ years,RENT,48412,Current,home_improvement,40.32,0,22,0,10.3,29,PA,2015-10-01,0
LC003683,25000,36,22.12,956.31,E,E3,3 years,RENT,84478,Current,debt_consolidation,2.49,0,28,0,86.0,40,MD,2018-01-01,0
LC003684,30000,36,13.32,1015.45,C,C2,7 years,RENT,30905,Fully Paid,credit_card,11.97,0,10,0,27.4,18,GA,2015-12-01,0
LC003685,20000,36,5.39,602.93,A,A2,< 1 year,RENT,83519,Fully Paid,other,25.62,0,16,2,64.4,18,NY,2017-09-01,0
LC003686,10000,60,23.98,287.56,E,E4,9 years,RENT,44926,Current,home_improvement,18.82,0,29,0,47.7,44,WA,2015-06-01,0
LC003687,25000,36,21.86,952.95,E,E3,3 years,RENT,46669,Fully Paid,home_improvement,41.18,0,22,1,50.2,42,PA,2015-10-01,0
LC003688,5000,60,25.27,147.55,F,F4,2 years,OWN,65221,Fully Paid,credit_card,8.08,0,22,0,8.8,41,TX,2021-03-01,0
LC003689,12000,60,8.51,246.26,A,A3,< 1 year,MORTGAGE,64713,Fully Paid,debt_consolidation,22.77,0,27,0,1.9,33,AZ,2015-05-01,0
LC003690,35000,36,9.4,1119.52,B,B2,2 years,RENT,201574,Fully Paid,debt_consolidation,35.18,0,12,0,78.5,30,PA,2017-10-01,0
LC003691,30000,60,16.25,733.53,C,C3,10+ years,OTHER,63762,Current,other,42.03,0,21,0,36.4,22,VA,2018-01-01,0
LC003692,40000,36,20.92,1505.36,D,D1,9 years,OWN,105907,Fully Paid,home_improvement,21.58,0,4,0,93.3,5,MA,2018-04-01,0
LC003693,12000,60,11.08,261.39,B,B1,9 years,RENT,93820,Fully Paid,other,31.16,1,24,0,68.5,42,NY,2019-12-01,0
LC003694,7500,36,9.0,238.5,B,B4,1 year,MORTGAGE,69494,Fully Paid,debt_consolidation,21.46,0,27,0,59.1,47,VA,2016-05-01,0
LC003695,30000,60,14.95,712.91,C,C2,8 years,RENT,45862,Default,debt_consolidation,13.06,1,3,0,72.9,14,WA,2021-09-01,1
LC003696,40000,36,15.16,1389.75,C,C5,< 1 year,RENT,110905,Default,debt_consolidation,41.95,0,30,1,25.0,35,NY,2016-08-01,1
LC003697,30000,60,13.79,694.79,C,C3,9 years,RENT,92248,Current,credit_card,22.95,0,22,0,9.2,29,VA,2017-10-01,0
LC003698,15000,36,21.44,568.52,E,E1,< 1 year,RENT,51435,Current,home_improvement,32.42,1,29,0,92.1,42,VA,2016-09-01,0
LC003699,35000,60,18.73,902.73,D,D5,3 years,RENT,51230,Late (31-120 days),debt_consolidation,21.93,1,20,0,21.2,32,PA,2016-01-01,1
LC003700,20000,36,23.66,781.09,E,E3,4 years,OWN,91869,Current,credit_card,4.73,0,9,0,14.2,9,MO,2016-11-01,0
LC003701,7500,36,7.17,232.16,A,A4,2 years,RENT,119026,Fully Paid,credit_card,6.13,1,29,0,47.2,44,WI,2019-10-01,0
LC003702,10000,36,17.73,360.17,D,D1,1 year,MORTGAGE,80329,Late (31-120 days),other,41.17,5,28,0,22.8,48,WA,2022-05-01,1
LC003703,40000,36,11.82,1325.14,B,B4,< 1 year,RENT,21408,Default,moving,42.42,0,12,0,95.3,23,VA,2018-05-01,1
LC003704,25000,60,8.07,507.75,A,A5,8 years,OWN,61606,Fully Paid,small_business,5.58,0,8,0,84.8,17,WA,2018-05-01,0
LC003705,15000,60,5.49,286.45,A,A3,6 years,MORTGAGE,74596,Current,other,1.63,0,3,2,58.0,12,OH,2019-03-01,0
LC003706,20000,36,10.82,653.07,B,B1,5 years,MORTGAGE,41908,Fully Paid,debt_consolidation,3.54,0,16,0,1.8,27,TX,2015-10-01,0
LC003707,12000,60,13.79,277.91,C,C2,8 years,OTHER,71830,Default,small_business,5.79,0,19,0,63.8,38,NY,2022-03-01,1
LC003708,40000,60,29.68,1286.28,G,G5,1 year,RENT,94780,Charged Off,other,22.45,4,3,0,21.0,21,TN,2022-01-01,1
LC003709,35000,60,9.71,738.66,B,B3,5 years,RENT,38727,Fully Paid,other,27.46,0,24,0,11.5,35,MA,2020-05-01,0
LC003710,5000,60,7.18,99.43,A,A1,< 1 year,MORTGAGE,34835,Fully Paid,other,24.78,2,22,2,71.6,26,IN,2016-05-01,0
LC003711,40000,36,12.52,1338.53,B,B3,1 year,MORTGAGE,76888,Fully Paid,vacation,20.67,0,9,0,42.8,13,TN,2022-02-01,0
LC003712,10000,60,12.64,225.69,B,B2,7 years,OWN,113423,Current,debt_consolidation,30.51,0,18,0,75.5,30,WI,2021-09-01,0
LC003713,35000,60,20.65,939.99,D,D4,8 years,MORTGAGE,76311,Late (31-120 days),home_improvement,1.88,0,4,0,21.5,16,WA,2015-01-01,1
LC003714,7500,36,22.68,289.07,E,E3,8 years,MORTGAGE,46445,Current,debt_consolidation,29.25,3,18,0,7.4,32,GA,2021-08-01,0
LC003715,20000,60,7.31,398.96,A,A1,10+ years,RENT,36874,Fully Paid,debt_consolidation,15.97,0,3,0,1.0,18,GA,2015-09-01,0
LC003716,20000,60,12.18,446.71,B,B1,5 years,RENT,175274,Fully Paid,debt_consolidation,20.55,1,16,0,60.5,33,MI,2018-07-01,0
LC003717,10000,36,16.68,354.94,C,C3,8 years,MORTGAGE,50293,Fully Paid,credit_card,0.32,1,13,0,95.5,18,OH,2021-03-01,0
LC003718,20000,60,20.56,536.13,D,D2,5 years,MORTGAGE,33711,Fully Paid,moving,35.2,0,15,0,44.6,35,TX,2015-07-01,0
LC003719,5000,60,22.22,138.72,E,E4,9 years,OWN,82850,Default,other,10.77,3,26,0,99.4,31,WI,2016-03-01,1
LC003720,7500,60,26.71,227.72,F,F2,6 years,MORTGAGE,58556,Default,debt_consolidation,39.29,0,30,1,91.8,35,IL,2016-03-01,1
LC003721,15000,36,20.6,562.05,D,D4,3 years,OWN,112886,Fully Paid,other,39.88,1,16,0,50.6,20,PA,2020-01-01,0
LC003722,10000,60,17.42,250.79,D,D4,8 years,MORTGAGE,29057,Fully Paid,other,35.44,0,18,0,60.4,22,FL,2015-05-01,0
LC003723,15000,60,14.94,356.38,C,C5,6 years,RENT,36347,Fully Paid,credit_card,30.18,0,28,0,70.3,37,MD,2019-04-01,0
LC003724,20000,36,6.26,610.8,A,A4,1 year,MORTGAGE,38784,Fully Paid,medical,11.58,0,8,0,37.0,24,WI,2022-03-01,0
LC003725,5000,60,7.45,100.07,A,A3,4 years,RENT,103449,Current,vacation,7.63,0,24,0,28.9,36,PA,2022-03-01,0
LC003726,25000,36,15.08,867.61,C,C3,5 years,MORTGAGE,75160,Fully Paid,debt_consolidation,16.86,2,13,0,4.8,20,CA,2022-03-01,0
LC003727,35000,36,13.1,1180.97,C,C5,8 years,RENT,31258,Current,small_business,1.86,0,21,0,99.6,28,MI,2016-01-01,0
LC003728,12000,36,20.79,450.81,D,D1,10+ years,RENT,180361,Default,debt_consolidation,11.12,0,16,0,59.2,29,AZ,2021-08-01,1
LC003729,7500,36,20.58,280.95,D,D1,10+ years,RENT,88989,Fully Paid,small_business,3.68,0,9,0,77.1,21,TX,2020-07-01,0
LC003730,25000,60,10.04,531.67,B,B3,4 years,RENT,122983,Current,home_improvement,6.19,0,5,0,44.3,24,WI,2015-06-01,0
LC003731,35000,36,9.13,1115.11,B,B4,10+ years,RENT,44592,Fully Paid,other,0.89,1,11,1,26.2,23,GA,2017-03-01,0
LC003732,12000,36,5.25,361.0,A,A3,10+ years,MORTGAGE,49451,Charged Off,other,42.73,3,6,0,10.5,25,PA,2022-06-01,1
LC003733,5000,60,12.68,112.95,B,B5,2 years,RENT,30077,Fully Paid,major_purchase,31.83,4,18,0,99.5,34,FL,2022-10-01,0
LC003734,35000,36,13.86,1193.84,C,C2,3 years,MORTGAGE,45628,Fully Paid,home_improvement,0.05,0,7,0,2.3,25,MI,2019-10-01,0
LC003735,25000,36,16.31,882.76,C,C2,< 1 year,RENT,75204,Fully Paid,debt_consolidation,24.45,3,13,0,99.7,14,AZ,2022-01-01,0
LC003736,10000,36,13.42,338.97,C,C4,2 years,RENT,66860,Current,vacation,21.66,3,8,0,65.4,28,TN,2016-01-01,0
LC003737,20000,36,15.65,699.69,C,C3,10+ years,MORTGAGE,31260,Fully Paid,debt_consolidation,18.68,0,18,0,61.0,18,NJ,2019-02-01,0
LC003738,20000,36,18.22,725.26,D,D4,1 year,RENT,54758,Current,credit_card,19.1,1,22,0,41.2,40,AZ,2022-07-01,0
LC003739,25000,60,13.05,569.47,C,C1,7 years,MORTGAGE,67505,Current,debt_consolidation,5.15,0,21,1,64.3,29,TX,2019-10-01,0
LC003740,30000,36,7.15,928.37,A,A5,1 year,RENT,52319,Fully Paid,debt_consolidation,0.55,0,18,0,61.2,18,IN,2017-05-01,0
LC003741,12000,60,18.09,305.31,D,D5,3 years,MORTGAGE,21111,Fully Paid,debt_consolidation,11.1,0,10,1,76.5,18,NC,2022-03-01,0
LC003742,30000,36,6.48,919.2,A,A1,10+ years,MORTGAGE,41650,Fully Paid,credit_card,3.83,0,12,2,38.0,24,AZ,2015-08-01,0
LC003743,35000,36,11.11,1147.68,B,B1,3 years,RENT,114869,Fully Paid,debt_consolidation,13.32,0,6,0,83.7,25,IN,2015-01-01,0
LC003744,5000,36,8.35,157.49,A,A5,3 years,OWN,29052,Fully Paid,credit_card,27.32,0,29,0,74.9,48,NJ,2017-08-01,0
LC003745,12000,60,18.27,306.49,D,D2,5 years,MORTGAGE,172633,Fully Paid,debt_consolidation,3.4,1,5,0,98.2,17,VA,2016-06-01,0
LC003746,35000,36,8.27,1101.14,A,A2,2 years,MORTGAGE,21671,Current,debt_consolidation,32.38,0,22,0,4.7,26,TX,2019-09-01,0
LC003747,7500,36,6.6,230.21,A,A4,1 year,MORTGAGE,109239,Current,home_improvement,12.83,0,12,0,86.8,26,NY,2017-10-01,0
LC003748,35000,60,16.94,868.71,C,C4,6 years,RENT,54099,Charged Off,small_business,42.77,0,19,0,2.7,21,OH,2021-06-01,1
LC003749,30000,36,7.74,936.5,A,A4,7 years,RENT,36790,Current,debt_consolidation,14.94,0,14,0,27.0,17,PA,2017-09-01,0
LC003750,25000,60,10.84,541.57,B,B3,1 year,RENT,91775,Late (31-120 days),major_purchase,10.46,0,7,0,80.4,10,VA,2018-02-01,1
LC003751,5000,36,10.49,162.49,B,B2,< 1 year,RENT,36099,Fully Paid,debt_consolidation,31.51,0,22,0,10.9,29,VA,2020-02-01,0
LC003752,7500,36,9.45,240.07,B,B4,1 year,OWN,65915,Fully Paid,major_purchase,43.1,0,8,0,8.6,25,TN,2018-04-01,0
LC003753,10000,60,9.02,207.68,B,B5,7 years,MORTGAGE,36639,Charged Off,medical,40.88,2,29,0,43.4,44,MA,2015-01-01,1
LC003754,15000,36,15.85,526.25,C,C5,5 years,MORTGAGE,57897,Fully Paid,debt_consolidation,24.76,0,25,0,56.3,43,AZ,2018-06-01,0
LC003755,25000,36,17.83,901.68,D,D4,< 1 year,MORTGAGE,49855,Fully Paid,other,6.17,0,4,0,61.0,4,MD,2016-06-01,0
LC003756,10000,60,28.61,315.05,F,F1,6 years,MORTGAGE,117552,Late (31-120 days),other,38.94,0,3,0,50.9,13,OH,2016-03-01,1
LC003757,15000,60,11.85,332.53,B,B3,< 1 year,MORTGAGE,40239,Current,debt_consolidation,7.04,1,11,1,18.7,21,TN,2022-03-01,0
LC003758,10000,60,17.89,253.34,D,D5,1 year,RENT,66111,Charged Off,car,38.76,0,11,0,91.6,31,MA,2017-10-01,1
LC003759,30000,36,29.76,1269.61,G,G4,1 year,MORTGAGE,50767,Late (31-120 days),debt_consolidation,16.92,0,7,0,46.8,24,TN,2021-11-01,1
LC003760,5000,36,20.55,187.22,D,D4,4 years,OWN,52355,Current,debt_consolidation,31.16,0,7,0,72.0,18,IN,2018-07-01,0
LC003761,20000,60,12.87,453.73,B,B1,< 1 year,MORTGAGE,37870,Fully Paid,credit_card,29.2,1,15,1,91.4,28,MD,2018-05-01,0
LC003762,5000,36,19.19,183.76,D,D2,7 years,MORTGAGE,48909,Current,credit_card,0.42,0,11,0,30.0,19,WA,2017-03-01,0
LC003763,10000,60,22.06,276.53,E,E2,7 years,RENT,39917,Fully Paid,credit_card,41.41,1,11,0,95.3,26,WA,2017-11-01,0
LC003764,20000,36,19.21,735.25,D,D5,8 years,RENT,64499,Fully Paid,home_improvement,19.51,2,23,0,76.5,41,NC,2016-04-01,0
LC003765,7500,36,21.85,285.85,E,E4,6 years,RENT,45371,Default,debt_consolidation,4.86,0,30,0,85.3,38,WA,2019-10-01,1
LC003766,5000,36,23.59,195.09,E,E4,5 years,OWN,59422,Fully Paid,home_improvement,12.59,1,5,2,23.8,6,MD,2021-02-01,0
LC003767,15000,60,18.19,382.45,D,D3,5 years,MORTGAGE,200869,Fully Paid,other,34.57,0,12,0,32.0,20,MD,2020-04-01,0
LC003768,40000,36,15.66,1399.58,C,C3,4 years,RENT,65993,Fully Paid,debt_consolidation,7.79,0,22,0,74.0,33,MO,2022-07-01,0
LC003769,35000,36,19.42,1290.41,D,D3,8 years,MORTGAGE,54641,Late (31-120 days),debt_consolidation,5.29,0,11,0,94.2,12,MI,2021-10-01,1
LC003770,5000,60,7.41,99.98,A,A2,7 years,MORTGAGE,43147,Fully Paid,credit_card,44.46,0,27,0,26.9,46,MA,2019-08-01,0
LC003771,40000,36,18.96,1465.43,D,D3,5 years,OWN,97887,Default,debt_consolidation,26.65,0,26,1,69.0,30,TX,2019-04-01,1
LC003772,30000,60,5.73,576.23,A,A2,3 years,MORTGAGE,64165,Fully Paid,major_purchase,25.72,0,15,0,90.8,31,NJ,2022-07-01,0
LC003773,12000,60,20.93,324.17,D,D3,9 years,MORTGAGE,71932,Fully Paid,credit_card,36.76,0,5,0,77.1,25,FL,2019-01-01,0
LC003774,35000,36,23.18,1358.13,E,E4,2 years,MORTGAGE,71181,Charged Off,other,8.88,0,29,0,67.8,29,NJ,2019-03-01,1
LC003775,35000,36,18.54,1274.84,D,D3,1 year,RENT,137452,Fully Paid,debt_consolidation,32.97,0,25,0,41.1,34,MO,2020-01-01,0
LC003776,15000,36,27.79,618.75,F,F3,2 years,RENT,139182,Fully Paid,debt_consolidation,1.14,0,25,0,5.3,38,IL,2015-09-01,0
LC003777,35000,60,7.75,705.49,A,A1,4 years,RENT,144198,Charged Off,small_business,13.14,0,3,0,16.2,4,WI,2017-11-01,1
LC003778,10000,36,13.51,339.4,C,C5,2 years,RENT,63839,Fully Paid,debt_consolidation,16.95,0,14,0,76.7,32,TN,2021-01-01,0
LC003779,40000,60,5.59,765.71,A,A2,1 year,RENT,85149,Fully Paid,other,41.44,0,3,0,21.1,6,MO,2018-05-01,0
LC003780,10000,36,28.01,413.69,F,F3,7 years,OWN,74983,Late (31-120 days),credit_card,32.79,0,5,0,77.7,7,AZ,2019-07-01,1
LC003781,10000,36,14.76,345.48,C,C2,3 years,MORTGAGE,98516,Fully Paid,credit_card,36.97,2,17,0,69.8,21,MI,2020-09-01,0
LC003782,20000,36,11.04,655.15,B,B4,2 years,MORTGAGE,59020,Fully Paid,credit_card,13.2,0,3,0,98.8,6,AZ,2018-04-01,0
LC003783,10000,36,8.71,316.65,A,A3,10+ years,RENT,72729,Fully Paid,credit_card,14.94,0,8,0,29.6,10,PA,2019-04-01,0
LC003784,5000,60,23.6,142.68,E,E3,10+ years,RENT,93034,Fully Paid,credit_card,17.32,1,24,0,67.9,31,WA,2022-07-01,0
LC003785,12000,60,21.38,327.21,E,E3,8 years,RENT,46868,Current,debt_consolidation,6.73,0,26,1,74.2,45,WA,2020-06-01,0
LC003786,5000,36,11.0,163.69,B,B2,1 year,OWN,63074,Current,debt_consolidation,38.94,0,21,1,21.2,21,GA,2015-07-01,0
LC003787,30000,36,9.75,964.5,B,B1,1 year,RENT,82149,Current,debt_consolidation,0.05,0,17,0,35.1,17,IL,2016-01-01,0
